Team,Sprint,Issue ID,Story Points,Status,Notes,Sprint Start Date,Sprint End Date,Points Committed,Points Delivered,Predictability (%),RAG Status,Stories Planned,Stories Delivered,Stories Pulled Back,Stories Added Mid-sprint,Churn Status,Delivery Status,Action Item
Team J,Sprint 2,TEAMJ-390,4,Added Mid-sprint,Mid-sprint addition due to urgent request,2025-03-15,2025-03-28,38,42,110.53,Great,11,10,1,2,"2 added, 1 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 3,TEAMJ-391,3,Delivered,,2025-03-29,2025-04-11,49,47,95.92,Great,10,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 3,TEAMJ-392,4,Delivered,,2025-03-29,2025-04-11,49,47,95.92,Great,10,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 3,TEAMJ-393,2,Delivered,,2025-03-29,2025-04-11,49,47,95.92,Great,10,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 3,TEAMJ-394,7,Delivered,,2025-03-29,2025-04-11,49,47,95.92,Great,10,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 3,TEAMJ-395,5,Delivered,,2025-03-29,2025-04-11,49,47,95.92,Great,10,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 3,TEAMJ-396,2,Delivered,,2025-03-29,2025-04-11,49,47,95.92,Great,10,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 3,TEAMJ-397,6,Delivered,,2025-03-29,2025-04-11,49,47,95.92,Great,10,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 3,TEAMJ-398,6,Delivered,,2025-03-29,2025-04-11,49,47,95.92,Great,10,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 3,TEAMJ-399,7,Delivered,,2025-03-29,2025-04-11,49,47,95.92,Great,10,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 3,TEAMJ-400,7,Pulled Back,Changed priorities,2025-03-29,2025-04-11,49,47,95.92,Great,10,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 3,TEAMJ-401,3,Added Mid-sprint,Mid-sprint addition due to urgent request,2025-03-29,2025-04-11,49,47,95.92,Great,10,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 3,TEAMJ-402,5,Added Mid-sprint,Mid-sprint addition due to urgent request,2025-03-29,2025-04-11,49,47,95.92,Great,10,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
